Date (dd/mm/yy),Generated (kWh),Efficiency (kWh/kW),Exported (kWh),Peak Power (kW),Peak Time (hh:mm:am/pm),Weather Conditions (category)
04/06/17,151.642,6.279,,19.392,2:15PM,Fine
03/06/17,151.498,6.273,,19.448,2:15PM,Fine
02/06/17,150.946,6.25,,19.18,2:15PM,Fine
01/06/17,122.177,5.059,,19.976,2:30PM,Fine
31/05/17,102.106,4.228,,20.208,3:00PM,Partly Cloudy
30/05/17,131.324,5.438,,20.22,2:30PM,Fine
29/05/17,135.591,5.615,,19.584,3:30PM,Fine
28/05/17,151.388,6.269,,19.98,2:00PM,Fine
27/05/17,157.431,6.519,,20.432,2:45PM,Fine
26/05/17,148.744,6.159,,20.484,2:45PM,Fine
25/05/17,133.617,5.533,,20.656,3:00PM,Fine
24/05/17,151.985,6.293,,19.616,3:15PM,Fine
23/05/17,152.112,6.299,,19.716,2:15PM,Fine
22/05/17,154.634,6.403,,19.768,2:30PM,Fine
21/05/17,151.647,6.279,,19.716,2:45PM,Fine
20/05/17,152.628,6.32,,19.944,2:30PM,Fine
19/05/17,154.209,6.385,,20.156,2:15PM,Fine
18/05/17,154.818,6.411,,20.308,2:15PM,Fine
17/05/17,102.663,4.251,,20.292,12:45PM,Partly Cloudy
14/05/17,115.956,4.801,,19.704,3:30PM,Partly Cloudy
13/05/17,155.437,6.436,,20.592,2:15PM,Fine
12/05/17,125.041,5.178,,20.016,2:15PM,Fine
11/05/17,152.536,6.316,,20.248,2:45PM,Fine
10/05/17,152.525,6.316,,6.516,12:30PM,Fine
09/05/17,64.549,2.673,,15.084,11:00AM,Mostly Cloudy
08/05/17,155.971,6.458,,20.6,2:15PM,Fine
07/05/17,38.492,1.594,,13.896,12:15PM,Cloudy
06/05/17,45.227,1.873,,12.048,1:30PM,Cloudy
05/05/17,48.593,2.012,,10.548,1:45PM,Cloudy
04/05/17,137.884,5.709,,18.808,2:15PM,Fine
03/05/17,137.681,5.701,,18.688,2:15PM,Fine
02/05/17,138.935,5.753,,18.828,2:15PM,Fine
01/05/17,140.628,5.823,,19.108,2:15PM,Fine
30/04/17,143.965,5.961,,19.792,2:30PM,Fine
29/04/17,145.163,6.011,,19.472,2:45PM,Fine
28/04/17,133.948,5.547,,19.304,2:45PM,Fine
27/04/17,121.552,5.033,,18.796,2:00PM,Fine
26/04/17,136.42,5.649,,19.2,2:30PM,Fine
25/04/17,103.573,4.289,,15.844,12:15PM,Partly Cloudy
24/04/17,125.865,5.212,,20.092,2:30PM,Fine
23/04/17,145.172,6.011,,19.8,2:15PM,Fine
22/04/17,138.164,5.721,,19.328,2:15PM,Fine
21/04/17,138.112,5.719,,18.928,3:00PM,Fine
20/04/17,146.206,6.054,,20.224,2:30PM,Fine
19/04/17,148.171,6.135,,20.192,2:45PM,Fine
18/04/17,142.671,5.908,,19.512,2:00PM,Fine
17/04/17,134.803,5.582,,19.972,2:15PM,Fine
16/04/17,144.795,5.996,,19.868,2:15PM,Fine
15/04/17,140.959,5.837,,19.744,2:15PM,Fine
14/04/17,140.959,5.837,,19.744,2:15PM,Fine
13/04/17,129.873,5.378,,20.268,1:45PM,Fine
12/04/17,141.515,5.86,,19.908,2:30PM,Fine
11/04/17,135.356,5.605,,19.46,2:15PM,Fine
10/04/17,141.861,5.874,,19.884,2:15PM,Fine
09/04/17,136.37,5.647,,19.568,2:45PM,Fine
08/04/17,120.365,4.984,,20.208,1:45PM,Partly Cloudy
07/04/17,128.159,5.307,,19.632,2:30PM,Fine
06/04/17,121.48,5.03,,19.52,1:30PM,Fine
05/04/17,137.072,5.676,,19.456,2:15PM,Fine
04/04/17,138.41,5.731,,19.704,2:15PM,Fine
03/04/17,144.112,5.967,,25.376,2:30PM,Fine
02/04/17,139.17,5.763,,19.668,2:30PM,Fine
01/04/17,139.615,5.781,,19.632,2:00PM,Fine
31/03/17,137.835,5.707,,20.4,2:15PM,Fine
30/03/17,131.324,5.438,,20.22,2:30PM,Fine
29/03/17,139.438,5.774,,19.648,2:45PM,Fine
28/03/17,137.691,5.701,,19.636,2:30PM,Fine
27/03/17,89.884,3.722,,20.844,3:15PM,Mostly Cloudy
26/03/17,113.553,4.702,,19.972,1:45PM,Partly Cloudy
25/03/17,105.732,4.378,,19.388,4:00PM,Partly Cloudy
24/03/17,137.971,5.713,,19.644,2:30PM,Fine
23/03/17,127.785,5.291,,20.852,2:00PM,Fine
22/03/17,96.568,3.999,,20.3,3:00PM,Mostly Cloudy
21/03/17,70.806,2.932,,14.624,11:45AM,Mostly Cloudy
20/03/17,101.75,4.213,,18.84,2:45PM,Partly Cloudy
19/03/17,128.414,5.317,,19.08,2:45PM,Fine
18/03/17,125.643,5.203,,18.824,2:45PM,Fine
17/03/17,126.772,5.249,,18.708,2:30PM,Fine
16/03/17,129.782,5.374,,18.824,2:30PM,Fine
15/03/17,123.33,5.107,,18.388,2:30PM,Fine
14/03/17,116.735,4.834,,19.208,3:00PM,Partly Cloudy
13/03/17,128.351,5.315,,18.848,2:45PM,Fine
12/03/17,128.357,5.315,,18.748,2:45PM,Fine
11/03/17,128.021,5.301,,19.072,1:15PM,Fine
10/03/17,115.868,4.798,,20.092,1:15PM,Partly Cloudy
09/03/17,127.714,5.288,,19.068,2:00PM,Fine
08/03/17,126.925,5.256,,18.628,1:15PM,Fine
07/03/17,126.669,5.245,,18.976,1:15PM,Fine
06/03/17,133.505,5.528,,19.904,2:00PM,Fine
05/03/17,68.344,2.83,,20.988,1:45PM,Mostly Cloudy
04/03/17,80.736,3.343,,14.204,2:15PM,Mostly Cloudy
03/03/17,124.187,5.142,,19.216,2:00PM,Fine
02/03/17,129.654,5.369,,19.4,1:30PM,Fine
01/03/17,126.411,5.234,,18.98,1:30PM,Fine
28/02/17,114.579,4.744,,20.388,12:00PM,Partly Cloudy
27/02/17,8.712,0.361,,1.932,,Showers
26/02/17,56.437,2.337,,14.268,11:15AM,Cloudy
25/02/17,104.732,4.337,,18.788,1:00PM,Partly Cloudy
24/02/17,125.569,5.2,,19.248,2:00PM,Fine
23/02/17,123.999,5.135,,19.692,1:30PM,Fine
22/02/17,105.949,4.387,,19.324,2:15PM,Partly Cloudy
21/02/17,107.009,4.431,,17.64,12:45PM,Partly Cloudy
20/02/17,113.257,4.69,,19.736,2:45PM,Partly Cloudy
19/02/17,32.658,1.352,,6.984,10:15AM,Cloudy
18/02/17,50.197,2.079,,11.44,10:30AM,Cloudy
17/02/17,29.909,1.238,,10.292,,Cloudy
16/02/17,96.543,3.998,,17.476,12:45PM,Mostly Cloudy
15/02/17,113.605,4.704,,18.364,1:45PM,Partly Cloudy
14/02/17,93.983,3.892,,17.48,2:15PM,Mostly Cloudy
13/02/17,103.815,4.299,,17.4,2:15PM,Partly Cloudy
12/02/17,112.29,4.65,,18.036,1:45PM,Partly Cloudy
11/02/17,67.722,2.804,,17.688,3:00PM,Mostly Cloudy
10/02/17,68.244,2.826,,12.648,12:45PM,Mostly Cloudy
09/02/17,106.166,4.396,,17.176,1:45PM,Partly Cloudy
08/02/17,88.031,3.645,,17.496,1:00PM,Mostly Cloudy
07/02/17,29.322,1.214,,9.22,2:15PM,Cloudy
06/02/17,17.377,0.72,,4.22,10:45AM,Showers
05/02/17,46.327,1.918,,14.616,11:45AM,Cloudy
04/02/17,91.006,3.768,,18.516,1:30PM,Mostly Cloudy
03/02/17,64.426,2.668,,17.208,1:15PM,Mostly Cloudy
02/02/17,87.392,3.619,,15.412,12:15PM,Mostly Cloudy
01/02/17,104.391,4.323,,17.332,1:00PM,Partly Cloudy
31/01/17,104.67,4.334,,17.12,1:30PM,Partly Cloudy
30/01/17,105.124,4.353,,17.248,1:30PM,Partly Cloudy
29/01/17,104.134,4.312,,16.832,1:45PM,Partly Cloudy
28/01/17,108.035,4.473,,17.9,1:00PM,Partly Cloudy
27/01/17,111.064,4.599,,18.496,1:30PM,Partly Cloudy
26/01/17,102.705,4.253,,16.98,1:45PM,Partly Cloudy
25/01/17,104.37,4.322,,17.364,1:30PM,Partly Cloudy
24/01/17,51.439,2.13,,16.796,12:45PM,Cloudy
23/01/17,28.003,1.16,,7.132,2:15PM,Cloudy
22/01/17,19.068,0.79,,5.812,2:45PM,Showers
21/01/17,93.939,3.89,,19.8,1:15PM,Mostly Cloudy
20/01/17,11.306,0.468,,4.256,12:30PM,Showers
19/01/17,43.703,1.81,,11.532,3:00PM,Cloudy
18/01/17,74.494,3.085,,16.436,1:15PM,Mostly Cloudy
17/01/17,95.788,3.966,,16.352,1:15PM,Mostly Cloudy
16/01/17,87.586,3.627,,16.204,1:45PM,Mostly Cloudy
15/01/17,50.454,2.089,,13.02,3:15PM,Cloudy
14/01/17,93.978,3.891,,16.132,1:30PM,Mostly Cloudy
13/01/17,31.754,1.315,,11.036,12:00PM,Cloudy
12/01/17,22.699,0.94,,7.852,11:30AM,Showers
11/01/17,17.775,0.736,,4.184,11:15AM,Showers
10/01/17,68.891,2.853,,16.616,1:30PM,Mostly Cloudy
09/01/17,29.219,1.21,,9.552,2:30PM,Cloudy
08/01/17,81.333,3.368,,15.592,1:30PM,Mostly Cloudy
07/01/17,70.109,2.903,,13.576,1:00PM,Mostly Cloudy
06/01/17,92.953,3.849,,15.764,1:15PM,Mostly Cloudy
05/01/17,15.783,0.654,,3.472,11:15AM,Showers
04/01/17,88.222,3.653,,15.48,1:30PM,Mostly Cloudy
03/01/17,35.636,1.476,,7.852,1:30PM,Cloudy
02/01/17,36.775,1.523,,7.76,,Cloudy
01/01/17,61.751,2.557,,16.192,2:15PM,Mostly Cloudy
31/12/16,10.24,0.424,,4.076,3:00PM,Showers
30/12/16,13.874,0.574,,3.252,11:15AM,Showers
29/12/16,83.981,3.477,,16.74,2:15PM,Mostly Cloudy
28/12/16,86.684,3.589,,15.564,1:30PM,Mostly Cloudy
27/12/16,89.522,3.707,,15.376,1:00PM,Mostly Cloudy
26/12/16,81.52,3.376,,15.648,1:30PM,Mostly Cloudy
25/12/16,84.133,3.484,,17.156,1:45PM,Mostly Cloudy
24/12/16,45.32,1.877,,16.04,12:30PM,Cloudy
23/12/16,19.24,0.797,,7.292,10:15AM,Showers
22/12/16,18.917,0.783,,6.888,12:45PM,Showers
21/12/16,37.181,1.54,,10.844,1:30PM,Cloudy
20/12/16,77.408,3.205,,14.76,1:30PM,Mostly Cloudy
19/12/16,93.167,3.858,,,,Fine
18/12/16,94.786,3.925,,16.468,1:15PM,Mostly Cloudy
17/12/16,93.331,3.865,,16.16,1:00PM,Mostly Cloudy
16/12/16,16.022,0.663,,4.856,12:00PM,Showers
15/12/16,35.921,1.487,,8.6,11:00AM,Cloudy
14/12/16,74.028,3.065,,15.096,1:00PM,Mostly Cloudy
13/12/16,63.946,2.648,,13.368,11:30AM,Mostly Cloudy
12/12/16,82.815,3.429,,14.3,12:30PM,Mostly Cloudy
11/12/16,76.818,3.181,,15.952,1:00PM,Mostly Cloudy
10/12/16,71.616,2.965,,,,Fine
09/12/16,70.132,2.904,,,,Fine
08/12/16,86.218,3.57,,15.452,1:15PM,Mostly Cloudy
07/12/16,50.596,2.095,,9.776,2:45PM,Cloudy
06/12/16,65.936,2.73,,15.592,12:45PM,Mostly Cloudy
05/12/16,69.592,2.882,,14.32,1:15PM,Mostly Cloudy
04/12/16,92.233,3.819,,15.92,1:15PM,Mostly Cloudy
03/12/16,94.447,3.911,,16.208,1:15PM,Mostly Cloudy
02/12/16,93.673,3.879,,16.876,1:30PM,Mostly Cloudy
01/12/16,89.774,3.717,,15.812,1:00PM,Mostly Cloudy
30/11/16,95.952,3.973,,16.308,1:30PM,Mostly Cloudy
29/11/16,95.187,3.941,,16.256,12:45PM,Mostly Cloudy
28/11/16,48.545,2.01,,16.936,12:30PM,Cloudy
27/11/16,42.933,1.778,,16.432,1:30PM,Cloudy
26/11/16,44.092,1.826,,14.112,1:30PM,Cloudy
25/11/16,97.564,4.04,,16.548,1:00PM,Partly Cloudy
24/11/16,95.752,3.965,,16.124,1:15PM,Mostly Cloudy
23/11/16,88.747,3.675,,15.972,1:00PM,Mostly Cloudy
22/11/16,95.683,3.962,,16.204,1:00PM,Mostly Cloudy
21/11/16,48.012,1.988,,15.064,12:30PM,Cloudy
20/11/16,49.012,2.029,,14.76,2:00PM,Cloudy
19/11/16,45.077,1.867,,12.232,12:30PM,Cloudy
18/11/16,93.451,3.87,,15.844,1:00PM,Mostly Cloudy
17/11/16,92.378,3.825,,15.496,12:45PM,Mostly Cloudy
16/11/16,81.263,3.365,,16.656,1:15PM,Mostly Cloudy
15/11/16,67.118,2.779,,13.544,12:45PM,Mostly Cloudy
14/11/16,94.784,3.925,,15.752,1:00PM,Mostly Cloudy
13/11/16,94.906,3.93,,15.748,1:00PM,Mostly Cloudy
12/11/16,70.661,2.926,,14.744,12:15PM,Mostly Cloudy
11/11/16,95.164,3.941,,15.796,1:00PM,Mostly Cloudy
10/11/16,97.706,4.046,,16.16,1:00PM,Partly Cloudy
09/11/16,98.172,4.065,,16.484,1:00PM,Partly Cloudy
08/11/16,95.428,3.951,,15.768,1:00PM,Mostly Cloudy
07/11/16,98.287,4.07,,16.24,1:00PM,Partly Cloudy
06/11/16,97.571,4.04,,16.704,1:15PM,Partly Cloudy
05/11/16,100.211,4.15,,16.372,2:15PM,Partly Cloudy
04/11/16,99.609,4.125,,16.752,2:30PM,Partly Cloudy
03/11/16,100.707,4.17,,16.272,2:30PM,Partly Cloudy
02/11/16,105.832,4.382,,17.26,2:15PM,Partly Cloudy
01/11/16,105.622,4.374,,17.072,2:15PM,Partly Cloudy
31/10/16,79.563,3.295,,16.332,2:00PM,Mostly Cloudy
30/10/16,50.579,2.094,,15.084,1:00PM,Cloudy
29/10/16,90.39,3.743,,16.096,2:15PM,Mostly Cloudy
28/10/16,68.275,2.827,,16.328,2:45PM,Mostly Cloudy
27/10/16,40.544,1.679,,7.812,1:30PM,Cloudy
26/10/16,109.931,4.552,,18.024,2:45PM,Partly Cloudy
25/10/16,109.528,4.535,,17.528,2:00PM,Partly Cloudy
24/10/16,31.006,1.284,,6.644,10:45AM,Cloudy
23/10/16,47.162,1.953,,12.996,3:00PM,Cloudy
22/10/16,107.323,4.444,,16.94,2:15PM,Partly Cloudy
21/10/16,108.385,4.488,,17.088,2:00PM,Partly Cloudy
20/10/16,108.761,4.504,,16.948,1:45PM,Partly Cloudy
19/10/16,108.882,4.509,,16.992,2:15PM,Partly Cloudy
18/10/16,112.759,4.669,,17.6,2:15PM,Partly Cloudy
17/10/16,76.635,3.173,,16.028,4:00PM,Mostly Cloudy
16/10/16,96.005,3.975,,17.9,2:00PM,Mostly Cloudy
15/10/16,116.484,4.823,,17.644,2:15PM,Partly Cloudy
14/10/16,117.181,4.852,,17.84,2:15PM,Partly Cloudy
13/10/16,116.41,4.82,,18.108,2:00PM,Partly Cloudy
12/10/16,112.792,4.67,,18.072,2:00PM,Partly Cloudy
11/10/16,121.352,5.025,,18.32,2:15PM,Fine
10/10/16,117.082,4.848,,17.568,2:15PM,Partly Cloudy
09/10/16,114.112,4.725,,17.872,2:15PM,Partly Cloudy
08/10/16,119.423,4.945,,18.348,2:30PM,Partly Cloudy
07/10/16,113.868,4.715,,18.62,2:30PM,Partly Cloudy
06/10/16,121.781,5.043,,18.304,2:30PM,Fine
05/10/16,116.096,4.807,,18.864,1:30PM,Partly Cloudy
04/10/16,122.476,5.071,,18.612,2:15PM,Fine
03/10/16,124.789,5.167,,18.748,2:00PM,Fine
02/10/16,130.973,5.423,,19.468,2:15PM,Fine
01/10/16,124.993,5.176,,18.376,2:45PM,Fine
30/09/16,122.879,5.088,,18.248,2:00PM,Fine
29/09/16,121.108,5.015,,18.356,2:15PM,Fine
28/09/16,121.417,5.028,,18.344,2:00PM,Fine
27/09/16,77.858,3.224,,18.612,1:45PM,Mostly Cloudy
26/09/16,75.13,3.111,,17.408,3:15PM,Mostly Cloudy
25/09/16,87.11,3.607,,12.844,2:15PM,Mostly Cloudy
24/09/16,86.854,3.596,,12.696,2:15PM,Mostly Cloudy
23/09/16,87.872,3.639,,12.86,2:30PM,Mostly Cloudy
22/09/16,73.945,3.062,,13.304,2:45PM,Mostly Cloudy
21/09/16,38.274,1.585,,8.044,1:30PM,Cloudy
20/09/16,12.265,0.508,,3.672,10:00AM,Showers
19/09/16,23.251,0.963,,4.728,10:00AM,Showers
18/09/16,75.791,3.138,,11.256,1:45PM,Mostly Cloudy
17/09/16,78.474,3.249,,11.472,2:15PM,Mostly Cloudy
16/09/16,79.105,3.276,,11.668,2:15PM,Mostly Cloudy
15/09/16,82.03,3.397,,12.004,2:30PM,Mostly Cloudy
14/09/16,83.405,3.454,,12.028,2:00PM,Mostly Cloudy
13/09/16,51.381,2.128,,9.176,4:45PM,Cloudy
12/09/16,109.432,4.531,,17.88,2:30PM,Partly Cloudy
11/09/16,122.797,5.085,,17.44,2:45PM,Fine
10/09/16,120.981,5.01,,17.38,2:30PM,Fine
09/09/16,122.164,5.059,,17.3,2:30PM,Fine
08/09/16,120.823,5.003,,17.232,2:45PM,Fine
07/09/16,118.231,4.896,,17.4,2:45PM,Partly Cloudy
06/09/16,112.18,4.645,,17.728,2:15PM,Partly Cloudy
05/09/16,122.701,5.081,,17.628,2:15PM,Fine
04/09/16,128.173,5.307,,18.108,2:15PM,Fine
03/09/16,124.698,5.163,,18.536,2:15PM,Fine
02/09/16,109.341,4.528,,17.8,2:45PM,Partly Cloudy
01/09/16,120.006,4.969,,17.696,2:15PM,Partly Cloudy
31/08/16,119.913,4.965,,17.38,2:15PM,Partly Cloudy
30/08/16,121.373,5.026,,17.272,2:45PM,Fine
29/08/16,124.995,5.176,,17.608,2:30PM,Fine
28/08/16,85.184,3.527,,11.968,2:30PM,Mostly Cloudy
27/08/16,123.433,5.111,,17.928,2:15PM,Fine
26/08/16,128.543,5.323,,18.344,2:45PM,Fine
25/08/16,129.07,5.345,,17.872,2:30PM,Fine
24/08/16,123.91,5.131,,17.412,2:15PM,Fine
23/08/16,128.672,5.328,,17.96,2:45PM,Fine
22/08/16,133.113,5.512,,18.252,2:30PM,Fine
21/08/16,129.118,5.347,,18.12,2:30PM,Fine
20/08/16,132.588,5.49,,18.252,2:15PM,Fine
19/08/16,135.058,5.592,,18.288,2:45PM,Fine
17/08/16,129.849,5.377,,18.036,2:45PM,Fine
16/08/16,59.129,2.448,,18.104,3:00PM,Cloudy
15/08/16,107.017,4.431,,18.392,2:30PM,Partly Cloudy
14/08/16,122.928,5.09,,16.984,2:30PM,Fine
13/08/16,124.137,5.14,,17.02,2:15PM,Fine
12/08/16,123.776,5.125,,17.032,2:15PM,Fine
11/08/16,124.827,5.169,,17.072,2:30PM,Fine
10/08/16,130.07,5.386,,17.48,2:30PM,Fine
09/08/16,133.566,5.531,,17.848,2:15PM,Fine
08/08/16,130.865,5.419,,17.78,2:30PM,Fine
07/08/16,131.296,5.437,,17.508,2:30PM,Fine
06/08/16,130.699,5.412,,17.56,2:30PM,Fine
05/08/16,129.318,5.355,,17.392,2:30PM,Fine
04/08/16,129.141,5.347,,17.128,2:30PM,Fine
03/08/16,128.39,5.316,,18.9,2:45PM,Fine
02/08/16,126.574,5.241,,16.964,2:30PM,Fine
01/08/16,126.482,5.237,,16.9,2:45PM,Fine
31/07/16,126.824,5.252,,17.08,2:30PM,Fine
30/07/16,103.434,4.283,,16.536,2:00PM,Partly Cloudy
29/07/16,121.608,5.036,,16.544,2:15PM,Fine
28/07/16,125.484,5.196,,16.94,2:30PM,Fine
27/07/16,121.362,5.025,,17.288,2:45PM,Fine
26/07/16,120.327,4.982,,16.96,2:15AM,Fine
25/07/16,89.449,3.704,,15.448,4:30PM,Mostly Cloudy
24/07/16,133.053,5.509,,17.352,2:30PM,Fine
23/07/16,131.462,5.444,,17.668,2:20PM,Fine
22/07/16,132.363,5.481,,17.408,2:50PM,Fine
21/07/16,132.297,5.478,,17.204,3:00PM,Fine
20/07/16,133.115,5.512,,17.604,2:30PM,Fine
19/07/16,128.187,5.308,,17.732,2:30PM,Fine
18/07/16,136.143,5.637,,17.708,3:00PM,Fine
17/07/16,138.104,5.719,,17.744,2:50PM,Fine
16/07/16,138.398,5.731,,17.892,2:30PM,Fine
15/07/16,95.592,3.958,,17.844,2:30PM,Mostly Cloudy
14/07/16,101.619,4.208,,17.824,2:20PM,Partly Cloudy
13/07/16,142.777,5.912,,18.136,2:50PM,Fine
12/07/16,142.047,5.882,,18.416,2:50PM,Fine
11/07/16,128.237,5.31,,18.588,2:30PM,Fine
10/07/16,128.219,5.309,,18.02,2:50PM,Fine
09/07/16,142.61,5.905,,18.036,3:00PM,Fine
08/07/16,141.052,5.841,,18.216,2:20PM,Fine
07/07/16,146.008,6.046,,18.308,2:50PM,Fine
06/07/16,130.347,5.397,,18.38,2:30PM,Fine
05/07/16,145.129,6.009,,18.46,2:30PM,Fine
04/07/16,139.446,5.774,,18.608,2:50PM,Fine
03/07/16,144.928,6.001,,18.4,2:20PM,Fine
02/07/16,133.74,5.538,,18.46,2:30PM,Fine
01/07/16,114.794,4.753,,18.084,2:50PM,Partly Cloudy
30/06/16,138.627,5.74,,18.272,2:20PM,Fine
29/06/16,129.016,5.342,,17.012,2:50PM,Fine
28/06/16,127.334,5.273,,17.044,2:50PM,Fine
27/06/16,129.597,5.366,,16.872,2:00PM,Fine
26/06/16,128.211,5.309,,16.816,2:50PM,Fine
25/06/16,133.759,5.539,,17.372,2:30PM,Fine
24/06/16,138.338,5.728,,17.96,2:50PM,Fine
23/06/16,136.465,5.651,,17.488,2:30PM,Fine
22/06/16,136.31,5.644,,17.532,1:40PM,Fine
21/06/16,81.164,3.361,,17.868,12:40PM,Mostly Cloudy
20/06/16,138.886,5.751,,21.624,2:10PM,Fine
19/06/16,131.342,5.439,,24.192,2:20PM,Fine
18/06/16,82.132,3.401,,15.36,1:00PM,Mostly Cloudy
17/06/16,138.337,5.728,,17.856,3:00PM,Fine
16/06/16,138.617,5.74,,17.476,2:30PM,Fine
15/06/16,144.105,5.967,,20.076,5:45PM,Fine
14/06/16,134.213,5.557,,17.868,2:45PM,Fine
13/06/16,139.119,5.761,,18.364,2:30PM,Fine
12/06/16,139.081,5.759,,18.392,2:45PM,Fine
11/06/16,41.306,1.71,,9.824,1:30PM,Cloudy
10/06/16,133.436,5.525,,17.892,2:00PM,Fine
09/06/16,126.055,5.22,,18.016,2:45PM,Fine
08/06/16,139.688,5.784,,17.332,2:30PM,Fine
07/06/16,138.893,5.751,,18.044,2:15PM,Fine
06/06/16,142.193,5.888,,17.868,3:00PM,Fine
05/06/16,145.129,6.009,,18.608,2:15PM,Fine
04/06/16,141.167,5.845,,18.0,2:45PM,Fine
03/06/16,142.595,5.905,,18.148,2:30PM,Fine
02/06/16,139.404,5.772,,17.976,3:00PM,Fine
01/06/16,136.892,5.668,,18.4,2:15PM,Fine
31/05/16,120.606,4.994,,18.396,2:15PM,Partly Cloudy
30/05/16,115.318,4.775,,18.696,2:45PM,Partly Cloudy
29/05/16,45.306,1.876,,7.872,11:15AM,Cloudy
28/05/16,86.738,3.592,,18.452,2:15PM,Mostly Cloudy
27/05/16,140.034,5.799,,18.248,2:15PM,Fine
26/05/16,135.384,5.606,,18.916,2:00PM,Fine
25/05/16,83.783,3.469,,15.5,4:45PM,Mostly Cloudy
24/05/16,119.592,4.952,,,2:15PM,Fine
23/05/16,140.974,5.837,,,2:15PM,Fine
22/05/16,143.832,5.956,,,2:15PM,Fine
21/05/16,138.397,5.731,,,2:15PM,Fine
20/05/16,140.006,5.797,,,2:15PM,Fine
18/05/16,142.913,5.918,,,2:15PM,Fine
17/05/16,51.445,2.13,,,2:15PM,Fine
16/05/16,50.905,2.108,,,2:15PM,Fine
15/05/16,71.181,2.947,,,2:15PM,Fine
14/05/16,27.93,1.157,,,2:15PM,Fine
13/05/16,144.91,6.0,,,2:15PM,Fine
12/05/16,137.638,5.699,,,2:15PM,Fine
11/05/16,129.904,5.379,,,2:15PM,Fine
10/05/16,130.055,5.385,,,2:15PM,Fine
09/05/16,76.623,3.173,,,2:15PM,Fine
08/05/16,83.713,3.466,,,2:15PM,Fine
07/05/16,117.45,4.863,,,2:15PM,Fine
06/05/16,81.406,3.371,,,2:15PM,Fine
05/05/16,55.33,2.291,,,2:15PM,Fine
04/05/16,138.044,5.716,,,2:15PM,Fine
03/05/16,146.418,6.063,,,2:15PM,Fine
01/05/16,122.702,5.081,,,2:15PM,Fine
30/04/16,97.949,4.056,,,2:15PM,Fine
29/04/16,146.04,6.047,,,2:15PM,Fine
28/04/16,55.919,2.315,,,,Cloudy
27/04/16,143.671,5.949,,,,Fine
26/04/16,144.562,5.986,,,,Fine
25/04/16,119.762,4.959,,,,Partly Cloudy
24/04/16,138.476,5.734,,,,Fine
23/04/16,146.754,6.077,,,,Fine
21/04/16,145.806,6.038,,,,Fine
20/04/16,144.411,5.98,,,,Fine
19/04/16,139.984,5.796,,,,Fine
18/04/16,144.359,5.978,,,,Fine
17/04/16,146.11,6.05,,,,Fine
16/04/16,148.709,6.158,,,,Fine
15/04/16,142.502,5.901,,,,Fine
14/04/16,140.263,5.808,,,,Fine
13/04/16,132.706,5.495,,,,Fine
12/04/16,138.13,5.72,,,,Fine
11/04/16,99.278,4.111,,,,Partly Cloudy
10/04/16,76.359,3.162,,,,Mostly Cloudy
09/04/16,49.259,2.04,,,,Cloudy
08/04/16,51.393,2.128,,,,Cloudy
07/04/16,27.641,1.145,,,,Cloudy
06/04/16,95.691,3.962,,,,Mostly Cloudy
05/04/16,110.692,4.584,,,,Partly Cloudy
04/04/16,141.759,5.87,,,,Fine
03/04/16,127.416,5.276,,,,Fine
02/04/16,133.99,5.548,,,,Fine
01/04/16,136.17,5.639,,,,Fine
31/03/16,142.732,5.91,,,,Fine
30/03/16,132.763,5.497,,,,Fine
29/03/16,121.01,5.011,,,,Fine
28/03/16,71.59,2.964,,,,Mostly Cloudy
27/03/16,135.469,5.609,,,,Fine
26/03/16,135.74,5.621,,,,Fine
25/03/16,132.867,5.502,,,,Fine
24/03/16,136.943,5.671,,,,Fine
23/03/16,138.536,5.736,,,,Fine
22/03/16,121.441,5.029,,,,Fine
21/03/16,128.206,5.309,,,,Fine
20/03/16,120.139,4.975,,,,Partly Cloudy
19/03/16,131.388,5.44,,,,Fine
18/03/16,133.875,5.543,,,,Fine
17/03/16,130.265,5.394,,,,Fine
16/03/16,127.473,5.278,,,,Fine
15/03/16,129.775,5.374,,,,Fine
14/03/16,71.45,2.959,,,,Mostly Cloudy
13/03/16,114.333,4.734,,,,Partly Cloudy
12/03/16,83.652,3.464,,,,Mostly Cloudy
11/03/16,100.509,4.162,,,,Partly Cloudy
10/03/16,121.239,5.02,,,,Fine
09/03/16,127.369,5.274,,,,Fine
08/03/16,130.384,5.399,,,,Fine
07/03/16,67.189,2.782,,,,Mostly Cloudy
06/03/16,77.976,3.229,,,,Mostly Cloudy
05/03/16,98.436,4.076,,,,Partly Cloudy
04/03/16,108.595,4.497,,,,Partly Cloudy
03/03/16,99.841,4.134,,,,Partly Cloudy
02/03/16,117.088,4.848,,,,Partly Cloudy
01/03/16,117.815,4.878,,,,Partly Cloudy
29/02/16,118.978,4.927,,,,Partly Cloudy
28/02/16,115.746,4.793,,,,Partly Cloudy
27/02/16,120.855,5.004,,,,Fine
26/02/16,114.467,4.74,,,,Partly Cloudy
25/02/16,121.134,5.016,,,,Fine
24/02/16,120.461,4.988,,,,Partly Cloudy
23/02/16,112.731,4.668,,,,Partly Cloudy
22/02/16,120.423,4.986,,,,Partly Cloudy
21/02/16,119.784,4.96,,,,Partly Cloudy
20/02/16,119.559,4.951,,,,Partly Cloudy
19/02/16,117.29,4.857,,,,Partly Cloudy
18/02/16,68.383,2.832,,,,Mostly Cloudy
